TransactionId,UserId,VisitYear,VisitMonth,AttractionId,Rating,CityName,Country,Region,Continent,Attraction,AttractionType,VisitMode,User_Avg_Rating,Attraction_Avg_Rating,Season
64,46517,2022,8,640,1,1868,144,21,4,Sacred Monkey Forest Sanctuary,8,2,1.0,4.267085922109411,2
66,50127,2022,8,640,5,2234,139,10,2,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,2
67,61876,2022,8,640,5,4467,125,18,0,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,2
68,16769,2022,6,640,5,225,51,9,4,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,2
69,9804,2022,7,640,4,4695,7,1,3,Sacred Monkey Forest Sanctuary,8,1,3.4,4.267085922109411,2
72,44419,2022,7,640,5,5240,144,21,4,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,2
73,84531,2022,7,640,5,2963,7,1,3,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,2
75,83915,2022,7,640,5,4256,62,17,2,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,2
76,62742,2022,7,640,4,655,7,1,3,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,2
77,47615,2022,7,640,5,434,61,16,2,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,2
78,85459,2022,7,640,5,3482,7,1,3,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,2
80,71946,2022,7,640,3,356,132,6,4,Sacred Monkey Forest Sanctuary,8,3,3.0,4.267085922109411,2
82,54719,2022,7,640,5,1170,145,12,1,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,2
87,16291,2022,7,640,4,1626,7,1,3,Sacred Monkey Forest Sanctuary,8,2,4.0,4.267085922109411,2
93,18137,2022,6,640,1,2963,7,1,3,Sacred Monkey Forest Sanctuary,8,1,1.0,4.267085922109411,2
95,37338,2022,6,640,5,655,7,1,3,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,2
97,18628,2022,6,640,4,434,61,16,2,Sacred Monkey Forest Sanctuary,8,2,4.666666666666667,4.267085922109411,2
103,47542,2022,6,640,3,767,43,11,0,Sacred Monkey Forest Sanctuary,8,4,3.0,4.267085922109411,2
105,71155,2022,6,640,5,1317,143,10,2,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,2
106,73515,2022,6,640,5,2836,83,19,4,Sacred Monkey Forest Sanctuary,8,1,4.5,4.267085922109411,2
111,1953,2022,5,640,4,4972,61,16,2,Sacred Monkey Forest Sanctuary,8,3,4.333333333333333,4.267085922109411,1
112,31372,2022,5,640,4,4503,144,21,4,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,1
114,35045,2022,5,640,5,2147,62,17,2,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,1
116,79488,2022,4,640,2,2306,27,12,1,Sacred Monkey Forest Sanctuary,8,2,3.0,4.267085922109411,1
117,14186,2022,4,640,4,2701,144,21,4,Sacred Monkey Forest Sanctuary,8,2,4.0,4.267085922109411,1
123,78554,2021,10,640,5,2147,62,17,2,Sacred Monkey Forest Sanctuary,8,1,4.8,4.267085922109411,0
124,30511,2021,11,640,5,2147,62,17,2,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,0
127,50138,2021,7,640,5,3316,144,21,4,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,2
132,83974,2020,10,640,5,655,7,1,3,Sacred Monkey Forest Sanctuary,8,4,5.0,4.267085922109411,0
133,40006,2021,5,640,5,4664,62,17,2,Sacred Monkey Forest Sanctuary,8,4,5.0,4.267085922109411,1
136,50311,2021,1,640,4,789,144,21,4,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,3
138,56894,2021,1,640,5,3929,100,14,3,Sacred Monkey Forest Sanctuary,8,1,4.090909090909091,4.267085922109411,3
141,36421,2020,12,640,5,4709,62,17,2,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,3
143,62902,2020,1,640,5,4306,145,12,1,Sacred Monkey Forest Sanctuary,8,2,4.6,4.267085922109411,3
144,61175,2020,12,640,5,2162,62,17,2,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
145,61849,2019,11,640,4,826,125,18,0,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,0
150,51784,2019,10,640,5,2982,145,12,1,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,0
158,61709,2019,12,640,5,2676,144,21,4,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
168,64920,2020,3,640,4,1246,144,21,4,Sacred Monkey Forest Sanctuary,8,1,4.142857142857143,4.267085922109411,1
170,27538,2020,4,640,5,4899,27,12,1,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,1
171,27449,2019,7,640,4,301,62,17,2,Sacred Monkey Forest Sanctuary,8,2,4.5,4.267085922109411,2
172,64392,2020,3,640,5,1387,27,12,1,Sacred Monkey Forest Sanctuary,8,1,4.75,4.267085922109411,1
174,79911,2019,11,640,5,5067,145,12,1,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,0
176,55535,2020,3,640,5,4298,144,21,4,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,1
181,51283,2020,3,640,4,86,145,12,1,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,1
183,73796,2020,3,640,4,3515,100,14,3,Sacred Monkey Forest Sanctuary,8,3,3.5,4.267085922109411,1
185,21207,2020,3,640,3,2601,144,21,4,Sacred Monkey Forest Sanctuary,8,3,3.0,4.267085922109411,1
187,23868,2020,3,640,5,4899,27,12,1,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,1
190,13954,2019,8,640,3,2359,145,12,1,Sacred Monkey Forest Sanctuary,8,2,3.0,4.267085922109411,2
192,55381,2019,6,640,2,503,144,21,4,Sacred Monkey Forest Sanctuary,8,3,2.0,4.267085922109411,2
194,71073,2020,3,640,5,1673,144,21,4,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,1
195,113,2020,3,640,4,4460,52,6,4,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,1
205,16816,2020,3,640,5,1246,144,21,4,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,1
206,41624,2020,3,640,5,3042,145,12,1,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,1
207,33038,2020,3,640,5,797,7,1,3,Sacred Monkey Forest Sanctuary,8,2,4.333333333333333,4.267085922109411,1
208,46031,2020,2,640,4,3096,27,12,1,Sacred Monkey Forest Sanctuary,8,4,3.5,4.267085922109411,3
211,81844,2020,3,640,5,3711,145,12,1,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,1
212,64368,2020,2,640,5,1424,143,10,2,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
213,51849,2020,3,640,5,4277,144,21,4,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,1
223,53252,2019,4,640,5,3308,145,12,1,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,1
224,29563,2020,3,640,5,3309,100,14,3,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,1
225,66839,2020,2,640,4,4294,49,21,4,Sacred Monkey Forest Sanctuary,8,2,4.0,4.267085922109411,3
226,42947,2020,1,640,5,1947,144,21,4,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,3
231,77269,2020,3,640,4,931,144,21,4,Sacred Monkey Forest Sanctuary,8,1,3.5,4.267085922109411,1
232,4371,2020,3,640,5,2963,7,1,3,Sacred Monkey Forest Sanctuary,8,1,4.5,4.267085922109411,1
233,25561,2019,6,640,5,299,62,17,2,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,2
236,16514,2020,3,640,3,2756,131,13,4,Sacred Monkey Forest Sanctuary,8,1,3.0,4.267085922109411,1
237,52730,2020,3,640,5,957,88,19,4,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,1
238,21256,2020,3,640,5,233,100,14,3,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,1
239,45191,2020,3,640,5,1277,144,21,4,Sacred Monkey Forest Sanctuary,8,1,4.5,4.267085922109411,1
240,81154,2020,3,640,4,774,27,12,1,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,1
241,57365,2020,3,640,4,5276,27,12,1,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,1
242,85847,2020,3,640,4,4968,62,17,2,Sacred Monkey Forest Sanctuary,8,2,4.1,4.267085922109411,1
244,59810,2020,3,640,4,1992,58,8,2,Sacred Monkey Forest Sanctuary,8,3,4.0,4.267085922109411,1
246,16482,2020,1,640,5,4729,145,12,1,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,3
249,45653,2020,2,640,5,5216,100,14,3,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
250,70967,2020,3,640,5,4968,62,17,2,Sacred Monkey Forest Sanctuary,8,4,4.666666666666667,4.267085922109411,1
252,63138,2020,2,640,4,588,145,12,1,Sacred Monkey Forest Sanctuary,8,3,4.071428571428571,4.267085922109411,3
254,17811,2020,2,640,5,1970,149,17,2,Sacred Monkey Forest Sanctuary,8,4,5.0,4.267085922109411,3
258,10370,2020,2,640,4,1273,113,10,2,Sacred Monkey Forest Sanctuary,8,4,4.0,4.267085922109411,3
259,28567,2020,2,640,5,503,144,21,4,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
262,43435,2020,2,640,4,1191,7,1,3,Sacred Monkey Forest Sanctuary,8,4,4.0,4.267085922109411,3
264,25621,2020,2,640,5,1769,7,1,3,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,3
266,24948,2020,2,640,5,2578,145,12,1,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
268,14459,2020,2,640,5,1721,131,13,4,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,3
273,57716,2020,2,640,3,4695,7,1,3,Sacred Monkey Forest Sanctuary,8,3,3.0,4.267085922109411,3
278,77961,2020,2,640,5,3014,144,21,4,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
279,32533,2020,2,640,5,4250,30,15,1,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
282,8481,2020,2,640,5,2662,7,1,3,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
284,53690,2019,4,640,5,789,100,14,3,Sacred Monkey Forest Sanctuary,8,2,3.6666666666666665,4.267085922109411,1
286,51055,2020,2,640,4,859,65,21,4,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,3
288,62791,2020,2,640,3,2847,144,21,4,Sacred Monkey Forest Sanctuary,8,1,3.8333333333333335,4.267085922109411,3
290,23746,2020,2,640,5,3558,144,21,4,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
293,46065,2020,2,640,4,4261,21,15,1,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,3
297,58995,2020,1,640,5,2963,7,1,3,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
298,75223,2020,2,640,5,2933,7,1,3,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
300,11099,2020,2,640,5,651,144,21,4,Sacred Monkey Forest Sanctuary,8,1,4.5,4.267085922109411,3
308,39393,2020,2,640,5,4899,27,12,1,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
309,4453,2020,2,640,5,3541,102,13,4,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
310,53132,2020,2,640,3,5314,7,1,3,Sacred Monkey Forest Sanctuary,8,1,3.6666666666666665,4.267085922109411,3
312,34227,2020,2,640,5,357,144,21,4,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
313,18600,2020,2,640,4,2701,144,21,4,Sacred Monkey Forest Sanctuary,8,3,4.0,4.267085922109411,3
314,78886,2020,1,640,5,2963,7,1,3,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
315,18325,2020,2,640,1,1992,31,8,2,Sacred Monkey Forest Sanctuary,8,3,1.25,4.267085922109411,3
316,30475,2020,2,640,5,3096,27,12,1,Sacred Monkey Forest Sanctuary,8,4,5.0,4.267085922109411,3
320,51292,2020,2,640,4,3426,144,21,4,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,3
321,74902,2020,2,640,2,1646,144,21,4,Sacred Monkey Forest Sanctuary,8,1,2.0,4.267085922109411,3
325,30233,2020,2,640,5,4029,76,6,4,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,3
328,42707,2020,2,640,4,942,145,12,1,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,3
330,25682,2020,2,640,5,1735,27,12,1,Sacred Monkey Forest Sanctuary,8,1,4.666666666666667,4.267085922109411,3
331,38154,2019,5,640,5,4953,48,13,4,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,1
333,44234,2020,2,640,5,3754,87,12,1,Sacred Monkey Forest Sanctuary,8,4,5.0,4.267085922109411,3
334,22217,2020,2,640,5,181,145,12,1,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,3
338,12892,2020,2,640,5,2550,145,12,1,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
339,47829,2020,1,640,5,1654,144,21,4,Sacred Monkey Forest Sanctuary,8,1,4.75,4.267085922109411,3
344,21300,2020,2,640,2,299,62,17,2,Sacred Monkey Forest Sanctuary,8,3,3.5,4.267085922109411,3
345,17884,2019,10,640,5,2701,144,21,4,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,0
346,53500,2020,2,640,4,326,135,17,2,Sacred Monkey Forest Sanctuary,8,4,4.0,4.267085922109411,3
347,76106,2020,2,640,5,1784,144,21,4,Sacred Monkey Forest Sanctuary,8,2,4.666666666666667,4.267085922109411,3
348,47053,2020,2,640,5,29,7,1,3,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,3
349,85394,2019,3,640,4,2923,100,14,3,Sacred Monkey Forest Sanctuary,8,2,4.5,4.267085922109411,1
351,87911,2020,1,640,5,3308,145,12,1,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
353,75196,2020,1,640,3,5444,34,6,4,Sacred Monkey Forest Sanctuary,8,2,3.3333333333333335,4.267085922109411,3
354,85613,2020,1,640,5,2963,7,1,3,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
361,9756,2020,1,640,3,29,7,1,3,Sacred Monkey Forest Sanctuary,8,4,3.0,4.267085922109411,3
365,85188,2020,1,640,4,4968,62,17,2,Sacred Monkey Forest Sanctuary,8,3,4.0,4.267085922109411,3
368,21447,2020,1,640,4,2701,144,21,4,Sacred Monkey Forest Sanctuary,8,3,4.0,4.267085922109411,3
370,70281,2020,1,640,5,2601,144,21,4,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
371,68787,2020,1,640,5,4999,145,12,1,Sacred Monkey Forest Sanctuary,8,1,4.75,4.267085922109411,3
373,4179,2020,1,640,4,94,61,16,2,Sacred Monkey Forest Sanctuary,8,2,4.0,4.267085922109411,3
374,58932,2020,1,640,5,2093,144,21,4,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
376,5021,2020,1,640,4,2963,7,1,3,Sacred Monkey Forest Sanctuary,8,3,4.0,4.267085922109411,3
379,82983,2020,1,640,4,243,7,1,3,Sacred Monkey Forest Sanctuary,8,4,4.0,4.267085922109411,3
386,19681,2020,1,640,3,4695,7,1,3,Sacred Monkey Forest Sanctuary,8,2,3.0,4.267085922109411,3
387,23890,2020,1,640,3,1066,39,13,4,Sacred Monkey Forest Sanctuary,8,2,3.0,4.267085922109411,3
389,75107,2020,1,640,5,2293,145,12,1,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
391,20362,2020,1,640,5,2847,144,21,4,Sacred Monkey Forest Sanctuary,8,1,3.5,4.267085922109411,3
392,48488,2020,1,640,5,2963,7,1,3,Sacred Monkey Forest Sanctuary,8,4,5.0,4.267085922109411,3
393,39504,2020,1,640,5,1402,109,17,2,Sacred Monkey Forest Sanctuary,8,1,3.5,4.267085922109411,3
397,34060,2020,1,640,5,2486,62,17,2,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
398,6355,2020,1,640,5,1505,92,11,0,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,3
403,52542,2020,1,640,5,403,7,1,3,Sacred Monkey Forest Sanctuary,8,2,3.0,4.267085922109411,3
404,58772,2020,1,640,5,1670,43,11,0,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
405,58750,2020,1,640,5,3332,149,17,2,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,3
409,46971,2020,1,640,5,5079,27,12,1,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
410,17018,2020,1,640,5,2701,144,21,4,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
411,73591,2020,1,640,4,3096,27,12,1,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,3
414,44572,2019,12,640,3,434,61,16,2,Sacred Monkey Forest Sanctuary,8,2,3.0,4.267085922109411,3
415,73334,2020,1,640,5,2831,82,16,2,Sacred Monkey Forest Sanctuary,8,4,5.0,4.267085922109411,3
416,55962,2020,1,640,1,3711,145,12,1,Sacred Monkey Forest Sanctuary,8,1,1.0,4.267085922109411,3
417,21235,2020,1,640,5,1342,144,21,4,Sacred Monkey Forest Sanctuary,8,3,4.0,4.267085922109411,3
421,78327,2020,1,640,4,1405,127,19,4,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,3
422,85955,2020,1,640,5,5034,27,12,1,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,3
423,48535,2020,1,640,4,2306,27,12,1,Sacred Monkey Forest Sanctuary,8,2,4.0,4.267085922109411,3
424,79458,2020,1,640,5,2845,21,15,1,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,3
428,58461,2020,1,640,4,923,61,16,2,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,3
429,85351,2020,1,640,5,2963,7,1,3,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
430,87932,2020,1,640,5,326,135,17,2,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
431,47662,2020,1,640,5,2701,144,21,4,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,3
433,6464,2019,12,640,4,29,7,1,3,Sacred Monkey Forest Sanctuary,8,2,4.0,4.267085922109411,3
436,54547,2019,12,640,4,2079,127,19,4,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,3
439,48254,2020,1,640,5,1136,7,1,3,Sacred Monkey Forest Sanctuary,8,2,4.333333333333333,4.267085922109411,3
442,31313,2019,12,640,5,2486,62,17,2,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,3
443,64200,2020,1,640,5,3000,87,12,1,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
444,47878,2020,1,640,5,4959,7,1,3,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
445,76383,2020,1,640,3,3692,7,1,3,Sacred Monkey Forest Sanctuary,8,1,3.0,4.267085922109411,3
447,69047,2020,1,640,4,344,7,1,3,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,3
448,4704,2020,1,640,3,965,100,14,3,Sacred Monkey Forest Sanctuary,8,1,3.0,4.267085922109411,3
449,60786,2019,11,640,4,4695,7,1,3,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,0
450,11567,2019,12,640,5,4406,122,17,2,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
452,9721,2020,1,640,5,4300,144,21,4,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,3
453,81917,2020,1,640,5,4556,144,21,4,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
455,74047,2020,1,640,5,503,144,21,4,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
456,35064,2019,12,640,3,2192,125,18,0,Sacred Monkey Forest Sanctuary,8,1,3.0,4.267085922109411,3
457,16210,2019,12,640,4,2315,7,1,3,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,3
458,34475,2020,1,640,5,1339,125,18,0,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
461,35014,2019,8,640,5,122,70,10,2,Sacred Monkey Forest Sanctuary,8,2,4.666666666666667,4.267085922109411,2
465,32271,2019,12,640,5,4431,123,6,4,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,3
466,51045,2020,1,640,5,938,135,17,2,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
467,61162,2020,1,640,2,1317,143,10,2,Sacred Monkey Forest Sanctuary,8,4,2.0,4.267085922109411,3
468,82738,2019,10,640,5,2847,144,21,4,Sacred Monkey Forest Sanctuary,8,3,4.666666666666667,4.267085922109411,0
469,48073,2020,1,640,3,232,100,14,3,Sacred Monkey Forest Sanctuary,8,1,3.5,4.267085922109411,3
472,31427,2020,1,640,4,3129,116,9,4,Sacred Monkey Forest Sanctuary,8,2,4.0,4.267085922109411,3
473,30811,2020,1,640,5,3525,131,13,4,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,3
474,66675,2020,1,640,5,3784,111,19,4,Sacred Monkey Forest Sanctuary,8,3,4.75,4.267085922109411,3
475,44748,2019,12,640,5,2903,7,1,3,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
478,18295,2020,1,640,4,2963,7,1,3,Sacred Monkey Forest Sanctuary,8,3,4.0,4.267085922109411,3
479,37703,2020,1,640,4,422,21,15,1,Sacred Monkey Forest Sanctuary,8,3,4.0,4.267085922109411,3
480,3850,2020,1,640,5,2847,144,21,4,Sacred Monkey Forest Sanctuary,8,4,4.285714285714286,4.267085922109411,3
484,61329,2019,12,640,5,826,125,18,0,Sacred Monkey Forest Sanctuary,8,1,4.75,4.267085922109411,3
486,18016,2020,1,640,5,2127,139,10,2,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,3
487,742,2020,1,640,5,2653,144,21,4,Sacred Monkey Forest Sanctuary,8,1,3.0,4.267085922109411,3
488,71542,2019,12,640,5,232,100,14,3,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,3
489,57489,2020,1,640,5,2963,7,1,3,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
490,22601,2019,12,640,4,3217,69,8,2,Sacred Monkey Forest Sanctuary,8,1,4.0,4.267085922109411,3
491,87646,2019,4,640,5,1345,144,21,4,Sacred Monkey Forest Sanctuary,8,4,5.0,4.267085922109411,1
492,57409,2019,12,640,5,748,67,19,4,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
495,75883,2020,1,640,5,1371,39,13,4,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,3
497,35029,2019,12,640,5,5358,145,12,1,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,3
498,60491,2020,1,640,5,5020,61,16,2,Sacred Monkey Forest Sanctuary,8,4,5.0,4.267085922109411,3
503,22981,2019,12,640,5,1702,7,1,3,Sacred Monkey Forest Sanctuary,8,3,5.0,4.267085922109411,3
504,34788,2019,12,640,5,3338,37,10,2,Sacred Monkey Forest Sanctuary,8,2,4.5,4.267085922109411,3
508,8357,2019,12,640,4,765,7,1,3,Sacred Monkey Forest Sanctuary,8,2,4.181818181818182,4.267085922109411,3
511,25551,2020,1,640,3,4925,7,1,3,Sacred Monkey Forest Sanctuary,8,2,3.0,4.267085922109411,3
514,46084,2019,12,640,5,766,7,1,3,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
515,81818,2019,12,640,5,932,144,21,4,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
516,10917,2019,12,640,5,5393,31,8,2,Sacred Monkey Forest Sanctuary,8,1,5.0,4.267085922109411,3
518,9849,2019,12,640,5,5034,27,12,1,Sacred Monkey Forest Sanctuary,8,4,5.0,4.267085922109411,3
521,30762,2019,12,640,5,2859,7,1,3,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
524,33532,2019,12,640,5,299,62,17,2,Sacred Monkey Forest Sanctuary,8,3,4.0,4.267085922109411,3
525,20406,2019,12,640,5,3676,81,17,2,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
526,67711,2019,12,640,5,655,7,1,3,Sacred Monkey Forest Sanctuary,8,4,5.0,4.267085922109411,3
530,54951,2019,12,640,5,4695,7,1,3,Sacred Monkey Forest Sanctuary,8,2,5.0,4.267085922109411,3
